corp_code,bsns_year,reprt_code,sj_div,sj_nm,account_id,account_nm,thstrm_amount,thstrm_add_amount,frmtrm_amount,bfefrmtrm_amount,currency,corp_name,stock_code
00583424,2021,11011,BS,Statement of financial position,ifrs-full_SharePremium,주식발행초과금,720480827092.0,,712701764092.0,712701764092.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,BS,Statement of financial position,dart_CapitalSurplus,자본잉여금,75352826661.0,,10807414056.0,10807414056.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,BS,Statement of financial position,dart_ElementsOfOtherStockholdersEquity,기타자본구성요소,-19004134338.0,,-117631782499.0,-117631782499.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,BS,Statement of financial position,dart_OtherComprehensiveIncomeLossAccumulatedAmount,기타포괄손익누계액,11879036721.0,,-20278648131.0,-24678605598.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,BS,Statement of financial position,ifrs-full_RetainedEarnings,이익잉여금,3937774554979.0,,3847747137435.0,3873789578852.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,BS,Statement of financial position,ifrs-full_NoncontrollingInterests,비지배주주지분,-16708527993.0,,-3456300758.0,9344274222.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,BS,Statement of financial position,ifrs-full_Equity,자본총계,4744299877622.0,,4464397744195.0,4498840803125.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,BS,Statement of financial position,ifrs-full_EquityAndLiabilities,부채와 자본총계,6116713932912.0,,5701918175747.0,5989007790647.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_Revenue,매출액,4863128496699.0,,4432179039394.0,5580142192519.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_CostOfSales,매출원가,1362639202428.0,,1265398064748.0,1500515578424.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_GrossProfit,매출총이익,3500489294271.0,,3166780974646.0,4079626614095.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,3157131485221.0,,3023771855339.0,3651792017591.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,dart_OperatingIncomeLoss,영업이익,343357809050.0,,143009119307.0,427834596504.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_FinanceIncome,금융수익,10499109599.0,,11882548495.0,14739081054.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_FinanceCosts,금융비용,11410260207.0,,17026833385.0,19976729196.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,dart_OtherGains,기타영업외손익,-45496828367.0,,-113231972208.0,-51693123255.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,-Standard account code not used-,관계기업손익,927626457.0,,660159537.0,-301604380.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익,297877456532.0,,25293021746.0,370602220727.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,117019762555.0,,3424010057.0,146841192961.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_ProfitLoss,당기순이익,180857693977.0,,21869011689.0,223761027766.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업소유주지분,193680578727.0,,35132159662.0,238804191604.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배주주지분,-12822884750.0,,-13263147973.0,-15043163838.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_OtherComprehensiveIncome,세후기타포괄손익,-15641140883.0,,12241704451.0,7286612210.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여부채 재측정요소,-47369483250.0,,7379173991.0,-8917300059.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_OtherComprehensiveIncomeNetOfTaxGainsLossesFromInvestmentsInEquityInstruments,기타포괄손익-공정가치금융자산 평가손익,109285659.0,,-306779895.0,-425735392.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsNetOfTax,관계기업기타포괄손익지분,260637659.0,,141746006.0,18983206.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,해외사업환산손익,31358419049.0,,5027564349.0,16610664455.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_ComprehensiveIncome,당기총포괄이익,165216553094.0,,34110716140.0,231047639976.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업소유주지분,178468780329.0,,46911291120.0,246323873960.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배주주지분,-13252227235.0,,-12800574980.0,-15276233984.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,ifrs-full_BasicEarningsLossPerShare,보통주기본주당순이익,2820.0,,512.0,3477.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,-Standard account code not used-,보통주희석주당순이익,2818.0,,512.0,3477.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,-Standard account code not used-,우선주기본주당순이익,2821.0,,517.0,3490.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CIS,Statement of comprehensive income,-Standard account code not used-,우선주희석주당순이익,2821.0,,517.0,3490.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동으로 인한 현금흐름,691434410702.0,,554358724380.0,718300781333.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_AdjustmentsForAssetsLiabilitiesOfOperatingActivities,영업으로부터 창출된 현금흐름,714854553223.0,,670456654579.0,857524382916.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_InterestReceivedClassifiedAsOperatingActivities,이자의 수취,4026044240.0,,4028241642.0,10135538607.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_InterestPaidClassifiedAsOperatingActivities,이자의 지급,9899193484.0,,16008008153.0,18049090334.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities,법인세의 납부,17546993277.0,,104118163688.0,131310049856.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_CashFlowsFromUsedInInvestingActivities,투자활동으로 인한 현금흐름,-708415251302.0,,-206408840887.0,-403233395816.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_ProceedsFromSalesOfShortTermFinancialInstruments,유동성 금융기관예치금의 순감소,,,12162100000.0,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_ProceedsFromSalesOfFairValueFinancialAsset,당기손익공정가치금융자산의？감소,1184085953.0,,2991229925.0,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_ProceedsFromSalesOfLoansAndReceivables,기타수취채권의 감소,31526378078.0,,45815639463.0,7616143350.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_ProceedsFromSalesOfLongTermFinancialInstruments,비유동성 금융기관예치금의 감소,,,353988000.0,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_ProceedsFromSalesOfOtherNonCurrentFinancialAssets,상각후원가측정금융자산의 처분,1313800001.0,,6260017.0,31484000000.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,-Standard account code not used-,기타포괄손익-공정가치금융자산의 처분,,,,1070751960.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,3276022744.0,,24769903712.0,27798931056.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 처분,414580271.0,,349269754.0,2517072752.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_ProceedsFromSalesOfInvestmentProperty,투자부동산의 처분,4226483920.0,,,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_DividendsReceivedClassifiedAsInvestingActivities,관계기업으로부터의 배당금수익,,,3750046.0,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,-Standard account code not used-,사업결합 등으로 인한 순현금유입,44874437795.0,,,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,-Standard account code not used-,기타의 현금유입액,11434877000.0,,,5110503360.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_PurchaseOfShortTermFinancialInstruments,유동성 금융기관예치금의 순증가,43094000000.0,,,55439000000.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_PurchaseOfFairValueFinancialAsset,당기손익공정가치금융자산의 증가,425223672742.0,,23523394856.0,136299644042.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_PurchaseOfAvailableForSaleFinancialAssets,기타포괄손익공정가치금융자산의 취득,3000080160.0,,,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_PurchaseOfLoansAndReceivables,기타수취채권의 증가,29564010651.0,,3826463221.0,4137112924.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_PurchaseOfLongTermFinancialInstruments,비유동성 금융기관예치금의 증가,1503002760.0,,1500002760.0,1500002760.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,-Standard account code not used-,상각후원가측정금융자산의 취득,,,,11955000.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 취득,91182844178.0,,183021787650.0,246549723931.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 취득,29815783627.0,,31983791822.0,34863960005.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,-Standard account code not used-,사용권자산의 증가,26671000.0,,2269650.0,29399632.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_PurchaseOfInvestmentsInAssociates,관계기업투자주식의 증가,183255851946.0,,49003271845.0,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동으로 인한 현금흐름,-225980969342.0,,-215987303706.0,-387437264460.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_ProceedsFromShortTermBorrowings,단기차입금의 증가,17070110907.0,,110605478453.0,12048075210.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_IncreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 수취,5297434200.0,,578239965.0,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,-Standard account code not used-,비지배주주의 유상증자,,,,250000000.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_RepaymentsOfShortTermBorrowings,단기차입금의 감소,33166492045.0,,49138368262.0,32682146763.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_AcquisitionOfTreasuryShares,자사주 매입,18685151180.0,,,100007515900.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_PaymentsOfFinanceLeaseLiabilitiesClassifiedAsFinancingActivities,리스부채의 상환,140273953288.0,,206758281113.0,185628639922.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_DividendsPaidClassifiedAsFinancingActivities,배당금의 지급,54834267960.0,,68530023595.0,81417037085.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_DecreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 반환,1388649976.0,,2744349154.0,,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,외화환산으로 인한 현금의 증감,-13072845734.0,,-11814668914.0,10439616452.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의 증감,-256034655676.0,,120147910873.0,-61930262491.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초의 현금및현금성자산,793728286323.0,,673580375450.0,735510637941.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,CF,Cash flow statement,dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말의 현금및현금성자산,537693630647.0,,793728286323.0,673580375450.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,-117631782499.0,,-117631782499.0,-17624266599.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,4467854044953.0,,4489496528903.0,4422046574241.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,712701764092.0,,712701764092.0,712701764092.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,10807414056.0,,10807414056.0,7770057440.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,-3456300758.0,,9344274222.0,24370508206.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,3847747137435.0,,3873789578852.0,3726002772481.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,-20278648131.0,,-24678605598.0,-41311913173.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,4464397744195.0,,4498840803125.0,4446417082447.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_EquityAtBeginningOfPeriod,기초자본,34508160000.0,,34508160000.0,34508160000.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,ifrs-full_ProfitLoss,당기순이익,180857693977.0,,21869011689.0,223761027766.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,ifrs-full_ProfitLoss,당기순이익,193680578727.0,,35132159662.0,238804191604.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,ifrs-full_ProfitLoss,당기순이익,-12822884750.0,,-13263147973.0,-15043163838.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,ifrs-full_ProfitLoss,당기순이익,193680578727.0,,35132159662.0,238804191604.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,순확정급여부채 재측정요소,-47369483250.0,,7379173991.0,-8917300059.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,순확정급여부채 재측정요소,-47369483250.0,,7379173991.0,-8917300059.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,순확정급여부채 재측정요소,-47369483250.0,,7379173991.0,-8917300059.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산평가손익,109285659.0,,-306779895.0,-425735392.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산평가손익,109285659.0,,-306779895.0,-425735392.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산평가손익,109285659.0,,-306779895.0,-425735392.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,기타포괄손익-공정가치금융자산처분,,,,-196325160.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,기타포괄손익-공정가치금융자산처분,,,,196325160.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업기타포괄손익지분,255539339.0,,127571405.0,17084885.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업기타포괄손익지분,5098320.0,,14174601.0,1898321.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업기타포괄손익지분,255539339.0,,127571405.0,17084885.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업기타포괄손익지분,260637659.0,,141746006.0,18983206.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,해외사업환산손익,31792859854.0,,4579165957.0,16845632922.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,해외사업환산손익,31792859854.0,,4579165957.0,16845632922.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,해외사업환산손익,-434440805.0,,448398392.0,-234968467.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,-Standard account code not used-,해외사업환산손익,31358419049.0,,5027564349.0,16610664455.0,KRW,아모레퍼시픽,090430
00583424,2021,11011,SCE,Statement of changes in equity,ifrs-full_DividendsPaid,연차배당,54853570065.0,,68553775070.0,81445694780.0,KRW,아모레퍼시픽,090430
